city,latitude,longitude
Arcadia,34.95818,-81.99066
Arcadia,40.17587,-86.02165
Arcadia,44.25274,-91.50154
Arcadia,34.13973,-118.03534
Arcadia vale,-33.06052,151.58408
Arcahaie,19.81667,-72.91667
Arcangel,11.5395,122.3455
Arcangues,43.43124,-1.52237
Arcani,45.08333,23.13333
Arcanum,39.99005,-84.55329
Arcata,40.86652,-124.08284
Arcavacata,39.35846,16.20844
Arce,41.57787,13.58571
Arcediano,41.09379,-5.56055
Arcelia,18.31847,-100.28148
Arcen,51.47667,6.18056
Arcene,45.57717,9.61461
Arcenillas,41.45641,-5.68512
Arceto,44.61762,10.72461
Arcevia,43.50177,12.945
Arcey,47.52258,6.66222
Arch,47.16533,7.43139
Archaia Olympia,37.64788,21.6271
Archamps,46.13651,6.13287
Archangelos,36.21492,28.11487
Archbald,41.4948,-75.53685
Archbold,41.52144,-84.30717
Archdale,35.91458,-79.97198
Archena,38.11631,-1.30043
Archer,29.52997,-82.519
Archer City,33.59566,-98.62561
Archer Lodge,35.69404,-78.37556
Arches,48.11856,6.52806
Archettes,48.1232,6.53723
Archez,36.83992,-3.99208
Archi,42.09135,14.3827
Archidona,-0.9095,-77.80772
Archidona,37.09654,-4.38869
Archie,38.48168,-94.35439
Archigny,46.67411,0.65372
Archis,46.48333,22.05
Archis,41.16351,44.87631
Archontochori,38.70053,21.03896
Arci-Empolitana,41.94766,12.82502
Arcicollar,40.05517,-4.11638
Arcidosso,42.87162,11.53599
Arcinazzo Romano,41.87972,13.11439
Arcis-sur-Aube,48.53387,4.14085
Arcisate,45.85578,8.86823
Arco,45.91772,10.88672
Arco,43.63657,-113.30028
Arco da Calheta,32.71502,-17.14974
Arco Iris,9.33404,-79.89172
Arcola,44.11778,9.91175
Arcola,39.68476,-88.30644
Arcola,29.49607,-95.46578
Arcole,45.36125,11.2875
Arconada,42.32774,-4.49617
Arconate,45.54134,8.84891
Arcones,41.11817,-3.72384
Arconnay,48.39678,0.0862
Arcore,45.62675,9.32454
Arcos,-20.28194,-45.53944
Arcos,42.26664,-3.75458
Arcos,40.44779,-8.44171
Arcos de Jalon,41.21592,-2.2747
Arcos de la Frontera,36.75075,-5.81056
Arcos de la Polvorosa,41.94389,-5.69731
Arcos de la Sierra,40.34664,-2.1131
Arcos de las Salinas,39.98333,-1.03333
Arcot,12.90569,79.31897
Arcoverde,-8.41889,-37.05389
Arcozelo,41.05327,-8.64326
Arcueil,48.79993,2.33256
Arcugnano-Torri,45.49579,11.5477
Arcus,45.90077,25.77673
Ardabil,38.2498,48.2933
Ardahan,41.10871,42.70222
Ardakan,32.31001,54.01747
Ardal,31.99962,50.66177
Ardales,36.87804,-4.84694
Ardalstangen,61.23581,7.7037
Ardanuc,41.12738,42.06292
Ardara,40.6214,8.80987
Ardatov,55.24205,43.09699
Ardatov,54.84767,46.23878
Ardauli,40.08436,8.91228
Ardea,41.60742,12.54158
Ardee,53.85972,-6.54056
Arden,56.76899,9.86184
Arden Hills,45.05024,-93.15661
Arden on the Severn,39.06594,-76.57885
Arden-Arcade,38.6025,-121.37854
Ardenno,46.16714,9.64729
Ardentes,46.74191,1.83428
Ardeoani,46.53333,26.6
Ardesen,41.19111,40.9875
Ardesio,45.93613,9.9295
Ardestan,33.3761,52.3694
Ardglass,54.26312,-5.60981
Ardin,46.47512,-0.55416
Ardino,41.58333,25.13333
Ardirejo,-8.1245,112.5734
Ardmore,34.17426,-97.14363
Ardmore,34.99203,-86.84667
Ardmore,34.99203,-86.84695
Ardmore,40.00678,-75.28546
Ardnacrusha,52.70908,-8.61431
Ardning,47.58333,14.35
Ardole San Marino,45.15633,10.10546
Ardon,42.43629,-5.56048
Ardon,46.21064,7.25776
Ardon,43.1772,44.29702
Ardon',52.73524,32.30857
Ardooie,50.9757,3.19736
Ardore,38.19173,16.16734
Ardore Marina,38.16667,16.2
Ardres,50.85786,1.98168
Ardrishaig,56.01566,-5.44806
Ardross,-32.02696,115.83548
Ardrossan,-34.42217,137.91907
Ardrossan,55.65018,-4.80659
Ardsley,41.01065,-73.84375
Ardud,47.63333,22.88333
Ardusat,47.65,23.36667
Are,63.39911,13.07995
Area Produttiva,41.68211,12.50697
Areado,-21.35861,-46.14556
Areal,-22.23056,-43.10556
Areatza,43.11667,-2.76667
Arecibo,18.47245,-66.71573
Arediou,35.04844,33.1961
Arefu,45.33333,24.6
Aregua,-25.3125,-57.38472
Areia,-6.96333,-35.69167
Areia Branca,-4.95611,-37.13694
Areia Branca,-10.75778,-37.31528
Areka,7.06667,37.7
Arele,46.74796,90.31161
Arellano,42.60598,-2.04653
Aremberg,50.41667,6.8
Arena,38.56235,16.2106
Arena 1ra. Seccion,18.20139,-93.36694
Arena 6ta. Seccion (La Bolsa),18.16218,-93.39539
Arena Po,45.09427,9.36312
Arenal,8.45928,-73.94331
Arenal,15.35,-86.83333
Arenal,20.77512,-103.69304
Arenal,19.38111,-98.94278
Arenal,-4.88333,-81.0275
Arenal de Alvarez (Arenal de Paco),17.12611,-100.455
Arenal Santa Ana,17.78972,-95.77028
Arenapolis,-14.45028,-56.84611
Arenas,36.81625,-4.04411
Arenas,7.36865,-80.86268
Arenas,15.17042,120.68571
Arenas de Iguna,43.18293,-4.04729
Arenas de San Juan,39.21861,-3.50211
Arenas de San Pedro,40.21041,-5.08694
Arenas del Rey,36.95799,-3.89362
Arenas Valley,32.79396,-108.18421
Arendal,58.46151,8.77253
Arendonk,51.32267,5.08289
Areni,39.71668,45.18329
Arenillas,41.34706,-2.84618
Arenoso,19.18732,-69.85917
Arenrath,49.95,6.73333
Arenshausen,51.38333,9.96667
Arenthon,46.10466,6.33149
Areny de Noguera / Aren,42.25817,0.72141
Arenys de Lledo / Arens de Lledo,40.99244,0.27092
Arenys de Mar,41.5819,2.54936
Arenys de Munt,41.61424,2.53972
Arenzana de Abajo,42.38599,-2.7194
Arenzana de Arriba,42.38745,-2.69494
Arenzano,44.40521,8.68315
Areosa,41.71779,-8.85707
Arequipa,-16.39889,-71.535
Ares,44.76667,-1.13333
Ares,-6.19444,-35.16028
Ares,43.42995,-8.24254
Ares del Maestre,40.45675,-0.13267
Ares Tengah,-6.8905,113.779
Ares Tengah,-6.9732,113.9192
Ares Tengah,-6.9274,114.0513
Ares Tengah,-6.964,114.1043
Ares Tengah,-6.9508,114.0064
Arese,45.55048,9.07741
Aresing,48.53333,11.3
Aresing,48.27704,12.60538
Areso,43.08209,-1.95198
Arette,43.1,-0.71667
Aretxabaleta,43.03414,-2.50456
Arevabuyr,40.03712,44.46934
Arevalillo de Cega,41.16174,-3.88911
Arevalo,41.06255,-4.72042
Arevalo de la Sierra,41.94723,-2.40033
Arevashat,40.1425,44.37068
Arevashogh,40.86039,44.27438
Arevik,40.74226,43.9029
Arevik,40.09945,44.09127
Arevshat,40.65345,44.04419
Arevshat,40.03963,44.54179
Arezzo,43.46276,11.88068
Arfara,37.15,22.03333
Arft,50.38333,7.08333
Argalant,47.94211,105.89584
Argalasti,39.23333,23.21667
Argamakmur,-3.4232,102.1891
Argamasilla de Alba,39.12917,-3.09247
Argamasilla de Calatrava,38.72985,-4.07627
Argana,30.7825,-9.11968
Argancy,49.1967,6.20138
Arganda,40.30076,-3.43722
Arganil,40.21826,-8.05403
Arganin,41.43948,-6.20827
Arganza,42.64077,-6.68627
Arganzuela,40.40021,-3.69618
Argao,9.87944,123.59556
Argasari,-7.3247,108.2057
Argatay,45.76667,107.98333
Argavand,40.15876,44.43916
Argavand,40.06097,44.09474
Argavieso,42.05275,-0.27834
Argayash,55.4888,60.8767
Argecilla,40.88151,-2.82181
Argegno,45.94218,9.12635
Argel,40.37943,44.59828
Argel,47.76136,25.47049
Argelaguer,42.21563,2.64193
Argelato,44.64009,11.34359
Argelers,42.54714,3.02253
Argeles-Gazost,43.01667,-0.1
Argelia,5.73127,-75.14257
Argelia,4.72342,-76.11909
Argelia,2.25563,-77.24876
Argeliers,43.31217,2.91046
Argelita,40.05,-0.35
Argences,49.12635,-0.16644
Argenschwang,49.88333,7.7
Argent-sur-Sauldre,47.55847,2.4441
Argenta,44.61397,11.83547
Argentan,48.75,-0.01667
Argentat,45.09634,1.93987
Argente,40.68841,-1.16217
Argenteuil,48.95,2.25
Argenthal,49.96667,7.6
Argentine,42.79142,-83.84634
Argenton-les-Vallees,46.98333,-0.45
Argenton-sur-Creuse,46.58997,1.51981
Argentona,41.55336,2.40114
Argentre,48.08362,-0.6415
Argentre-du-Plessis,48.05697,-1.14601
Argeselu,44.9274,24.87115
Argetoaia,44.51667,23.36667
Arghira,47.45412,26.4725
Argine,44.77494,10.63432
Argir,61.99595,-6.77154
Argithani,38.29259,31.71452
Argithea,37.97688,23.88715
Argo,19.51667,30.41667
Argo,33.68177,-86.53054
Argomulyo,-8.0498,112.7054
Argoncilhe,41.02541,-8.53885
Argonos,43.4574,-3.49013
Argos,41.2378,-86.21465
Argos,37.63333,22.73333
Argos Orestiko,40.45354,21.25889
Argostolion,38.18109,20.48903
Argotirto Krajan,-8.2885,112.6884
Argudan,43.42139,43.91583
Arguedas,42.17759,-1.59719
Arguello,44.58274,8.11084
Arguis,42.31476,-0.43967
Arguisuelas,39.83333,-1.81667
Argujillo,41.31156,-5.58763
Argun,43.29713,45.87454
Argungu,12.74482,4.52514
Argusto,38.68051,16.43627
Arguut,45.46278,102.42056
Arguvan,38.77375,38.26328
Argyle,33.12123,-97.18335
Argyropouli,39.82567,22.30689
Argyroupoli,37.90594,23.75035
Arhavi,41.35121,41.30456
Arholzen,51.86667,9.56667
Arhribs,36.79361,4.31158
Arhus,56.15674,10.21076
Arhust,47.79425,107.88334
Ari,42.28967,14.25856
Aria,42.95283,-1.26584
Aria,37.57372,22.83539
Arial,34.84595,-82.64152
Ariana,36.86012,10.19337
Ariano,44.94604,12.12448
Ariano,40.65668,15.02481
Ariano,44.94604,12.12448
Ariano Irpino-Martiri,41.16024,15.10625
Ariany,39.65048,3.11055
Arias,-33.64411,-62.40272
Aribe,42.95,-1.25
Arica,-18.4746,-70.29792
Aricagua,8.22343,-71.13705
Aricak,38.5634,40.1248
Aricapampa,-7.80583,-77.71722
Ariccia,41.72063,12.6723
Aricesti-Zeletin,45.21667,26.16667
Aricestii-Rahtivani,44.95,25.83333
Aridaia,40.97306,22.05639
Ariel,32.1065,35.18449
Arielli,42.26003,14.31004
Arienzo,41.02734,14.4977
Arieseni,46.47641,22.75741
Arifwala,30.29399,73.07354
Arignano,45.03966,7.90189
Ariguani,10.25,-74
Ariha,35.81374,36.60964
Arija,42.9935,-3.94497
Arijejen,-0.52545,166.91247
Arikoey,41.23044,29.00425
Arilje,43.75306,20.09556
Arima,10.63333,-61.28333
Arimalam,10.25639,78.88712
Arimatea,17.34139,-91.87639
Arimis,14.78333,-86
Aringay,16.394,120.3545
Arinis,47.5,23.23333
Arino,41.03019,-0.59206
Arino,45.43854,12.05443
Arinos,-15.91694,-46.10556
Arinsal,42.57205,1.48453
Arinthod,46.39339,5.56616
Ario de Rayon,20.02618,-102.34758
Ario de Rosales,19.209,-101.70743
Ariogala,55.26667,23.46667
Ariola,40.62795,15.43453
Aripuana,-9.16667,-60.63333
Ariqdam,40.59313,45.799
Ariqiran,40.53971,45.61414
Ariquemes,-9.91333,-63.04083
Aris,37.1,22
Arisdorf,47.51323,7.76515
Arish,31.13159,33.79844
Arismendi,8.47974,-68.36996
Aristau,47.28692,8.36356
Aristobulo del Valle,-27.09625,-54.89626
Aristocrat Ranchettes,40.10915,-104.76247
Arisvi,41.07,25.59041
Arit,41.68706,32.62396
Aritao,16.2979,121.0345
Aritzo,39.95903,9.19265
Arivaca Junction,31.72731,-111.0612
Arivonimamo,-19.01667,47.18333
Ariyalur,11.13849,79.07556
Ariza,41.31442,-2.05332
Arizona,15.63333,-87.31667
Arizona City,32.75589,-111.67096
Arizzano,45.95738,8.58292
Arjaeng,59.39217,12.13336
Arjasa,-6.8596,115.2852
Arjasari,-7.3367,108.1011
Arjawinangun,-6.64528,108.41028
Arjeplog,66.05173,17.88606
Arjona,10.25444,-75.34389
Arjona,37.93493,-4.05478
Arjonilla,37.97422,-4.10677
Arkadak,51.93261,43.49779
Arkadelphia,34.12093,-93.05378
Arkalgud,12.76521,76.05622
Arkalochori,35.14634,25.26538
Arkalyk,50.24915,66.92027
Arkansas City,33.60872,-91.20678
Arkansas City,37.06197,-97.03837
Arkebek,54.16667,9.25
Arkhaia Korinthos,37.90953,22.88353
Arkhangel'sk,64.5401,40.5433
Arkhangel'skoye,55.85486,35.32873
Arkhangel'skoye,55.78791,37.29984
Arkhara,49.42447,130.08569
Arkhipo-Osipovka,44.37194,38.52972
Arkhipovka,56.66292,41.25434
Arkhonskaya,43.11,44.5125
Arki,31.15196,76.96675
Arklow,52.79306,-6.14139
Arkoma,35.35454,-94.4341
Arkoudi,37.84681,21.11022
Arkul',57.28085,50.044
Arla,59.27983,16.67896
Arlanc,45.41389,3.72528
Arlanzon,42.32267,-3.45784
Arlate,45.72363,9.44242
Arlena di Castro,42.46559,11.8209
Arles,42.45654,2.63457
Arles,43.67681,4.63031
Arlesega,45.46126,11.71942
Arlesey,52.00713,-0.26565
Arlesheim,47.49412,7.61979
Arleux,50.28037,3.10448
Arlewatt,54.53333,9.08333
Arlington,31.4399,-84.72492
Arlington,35.2962,-89.66147
Arlington,32.73569,-97.10807
Arlington,38.88101,-77.10428
Arlington,42.41537,-71.15644
Arlington,44.6083,-94.08053
Arlington,41.4525,-96.35113
Arlington,41.69593,-73.8968
Arlington,40.89366,-83.65021
Arlington,43.0748,-73.154
Arlington,48.19871,-122.12514
Arlington Heights,42.08836,-87.98063
Arlington Heights,40.99009,-75.21629
Arlington Heights,48.20205,-122.06208
Arlit,18.73694,7.38528
Arlo,48.18333,20.26667
Arloev,55.63248,13.07141
Arlon,49.68333,5.81667
Arluno,45.50344,8.94222
Arma,-13.11667,-75.53333
Arma,37.54394,-94.70024
Arma,38.35,23.48333
Armacao,-27.74963,-48.50713
Armacao de Buzios,-22.74694,-41.88167
Armacao de Pera,37.10256,-8.35695
Armada,42.8442,-82.88437
Armadale,-32.14607,116.0093
Armadale,55.88333,-3.7
Armagh,54.35,-6.66667
Armallones,40.7358,-2.30257
Armamar,41.10765,-7.69139
Arman',59.66994,150.13164
Armananzas,42.55963,-2.28476
Armanaz,36.08305,36.50309
Armasesti,44.75,26.58333
Armash,39.76532,44.80902
Armavir,40.15446,44.03815
Armavir,44.9892,41.1234
Armbouts-Cappel,50.97682,2.35352
Armen,40.53639,19.59611
Armenia,6.15639,-75.78722
Armenia,4.53389,-75.68111
Armenia,15.46667,-86.36667
Armenia,12.25324,123.74361
Armenia,13.74361,-89.49889
Armenis,45.2,22.31667
Armeno,45.82078,8.44557
Armenonville-les-Gatineaux,48.54365,1.6475
Armenta,15.5,-88.05
Armenteros,40.5932,-5.44806
Armentieres,50.68568,2.88214
Armentieres-en-Brie,48.97775,3.02073
Armento,40.3066,16.0655
Armeria,18.9378,-103.96417
Armetta,41.8128,12.68782
Armidale,-30.50828,151.67123
Armilla,37.14386,-3.62534
Arminia,15.43563,120.56379
Arminon,42.72313,-2.87172
Armissan,43.18778,3.0966
Armitage,52.74193,-1.88266
Armizonskoye,55.94611,67.67361
Armo,44.08773,7.91545
Armona,36.31578,-119.70846
Armonk,41.12648,-73.71402
Armopa,-2.3409,139.6335
Armour,43.3186,-98.34675
Armoy,46.34893,6.52001
Armsheim,49.80972,8.05667
Armstedt,53.97133,9.8471
Armstorf,53.6,9.06667
Armstrong,-32.78215,-61.60222
Armstrong,50.44979,-119.20235
Armthorpe,53.53518,-1.05341
Armuna,41.07715,-4.31949
Armuna de Almanzora,37.3503,-2.4115
Armuna de Tajuna,40.52884,-3.02819
Armungia,39.52154,9.38066
Armutlu,39.5755,38.42722
Armutlu,40.51944,28.82806
Armyans'k,46.10919,33.69206
Arnac-la-Poste,46.26597,1.37375
Arnac-Pompadour,45.40975,1.36993
Arnad,45.64726,7.71701
Arnage,47.92616,0.18782
Arnaia,40.48652,23.59537
Arnara,41.58452,13.3884
Arnas,46.0239,4.70638
Arnasco,44.07823,8.10745
Arnaudville,30.3977,-91.93151
Arnay-le-Duc,47.13202,4.48595
Arnbruck,49.13012,12.9982
Arncliffe,-33.93627,151.14819
Arneburg,52.67565,12.00514
Arnedillo,42.21221,-2.23602
Arnedo,42.228,-2.10083
Arneke,50.83219,2.40943
Arnes,63.96114,10.22601
Arnes,60.12237,11.47005
Arnesano,40.33679,18.09145
Arnett,36.13504,-99.77484
Arnfels,46.67639,15.40306
Arnhem,51.98,5.91111
Arnieres-sur-Iton,48.99678,1.10384
Arnissa,40.79555,21.83577
Arno,60.11667,18.63333
Arno,7.06691,171.55413
Arnold,53,-1.13333
Arnold,39.03206,-76.50274
Arnold,38.43283,-90.37762
Arnold,46.88022,-92.09047
Arnold,40.58007,-79.76672
Arnold,38.25547,-120.35103
Arnold Line,31.33517,-89.3734
Arnolds Park,43.37274,-95.12388
Arnoldstein,46.54611,13.71
Arnot,48.13058,20.85832
Arnouville,48.98333,2.41667
Arnprior,45.43341,-76.34939
Arnsberg,51.38333,8.08333
Arnschwang,49.26667,12.81667
Arnsdorf,51.1,13.98333
Arnshofen,50.55,7.86667
Arnside,54.20179,-2.83374
Arnstadt,50.84048,10.95198
Arnstein,49.97767,9.96983
Arnstorf,48.5584,12.81674
Arnuero,43.47756,-3.56959
Aroa,10.43861,-68.89417
Aroche,37.94213,-6.9576
Arochukwu,5.38941,7.91235
Aroeiras,-7.54528,-35.7075
Aroes,41.45553,-8.21419
Arola,45.80867,8.35808
Arola-Preazzano,40.63333,14.43333
Aroma,15.81667,36.13333
Aromas,36.88856,-121.643
Aromashevo,56.86018,68.63754
Aron,24.38109,77.41739
Aron,48.298,-0.5598
Arona,28.09962,-16.68102
Arona,45.7589,8.55715
Aroneanu,47.2,27.6
Aroor,9.8694,76.30498
Aroroy,12.5111,123.3977
Aros,59.7061,10.51092
Arosa,46.77793,9.67621
Arosbaya,-6.9442,112.839
Arosio,45.71933,9.20816
Arouca,40.93057,-8.24488
Arouca,10.62877,-61.33487
Aroysund,59.18321,10.45743
Arpacay,40.84522,43.32747
Arpaia,41.03678,14.55175
Arpaise,41.02977,14.74387
Arpajon,48.58875,2.24672
Arpajon-sur-Cere,44.90262,2.45809
Arpasu de Jos,45.78333,24.61667
Arpasu de Sus,45.73436,24.61906
Arpino,41.64705,13.61155
Arpino,40.88882,14.32015
Arpke,52.38597,10.10047
Arpsdorf,54.03333,9.86667
Arqua Petrarca,45.26911,11.72045
Arqua Polesine,45.01008,11.73981
Arquata del Tronto,42.7717,13.29389
Arquata Scrivia,44.6883,8.88682
Arques,50.73375,2.30237
Arques-la-Bataille,49.88122,1.12875
Arquillinos,41.7099,-5.65708
Arquillos,38.18148,-3.42827
Arquitecto Tomas Romero Pereira,-26.48333,-55.25
Arrabalde,42.1076,-5.89441
Arrach,49.19149,12.99387
Arradon,47.62709,-2.8215
Arraga,-28.04978,-64.22254
Arrah,6.67342,-3.96938
Arraial do Cabo,-22.96611,-42.02778
Arraijan,8.95,-79.65
Arraiolos,38.72363,-7.98478
Arrancacepas,40.3032,-2.35899
Arrap'i,40.78276,43.80583
Arras,41.73583,20.32417
Arras,50.29301,2.78186
Arrasate / Mondragon,43.06441,-2.48977
Arraya de Oca,42.41488,-3.39781
Arre,45.21748,11.92858
Arrecife,28.96302,-13.54769
Arrecifes,-34.0639,-60.10357
Arredondo,43.27325,-3.60031
Arren,41.91306,20.28833
Arrentela,38.61667,-9.1
Arriach,46.73194,13.85194
Arriaga,16.2375,-93.90184
Arriana,41.08131,25.69494
Arriate,36.80005,-5.1408
Arriba,43.51615,-5.53511
Arrifana,40.91565,-8.49657
Arrifes,37.76667,-25.7
Arrigorriaga,43.21006,-2.88562
Arris,35.25881,6.34706
Arroio do Meio,-29.40111,-51.945
Arroio dos Ratos,-30.07722,-51.72917
Arroio Grande,-32.2375,-53.08694
Arronches,39.12242,-7.28619
Arrone,42.58266,12.76714
Arroniz,42.58823,-2.09237
Arrou,48.09768,1.12851
Arrowtown,-44.93837,168.81007
Arroyito,-31.42022,-63.05002
Arroyo,41.60956,-4.79692
Arroyo,17.9658,-66.06128
Arroyo Cabral,-32.49119,-63.40126
Arroyo Chical (Nuevo Arroyo Chicali),18.21611,-96.33667
Arroyo Choapam,17.97028,-96.15722
Arroyo de Enmedio,18.4975,-96.54722
Arroyo de la Luz,39.48511,-6.58401
Arroyo de las Fraguas,41.10246,-3.13005
Arroyo de San Servan,38.85443,-6.45402
Arroyo del Maiz Uno,20.53667,-97.41528
Arroyo del Medio,-27.7,-55.41667
Arroyo del Ojanco,38.32065,-2.89486
Arroyo Grande,35.11859,-120.59073
Arroyo Naranjo,23.03611,-82.37167
Arroyo Naranjo,23.0144,-82.3031
Arroyo Palenque,17.39167,-92.10444
Arroyo Salado,19.5,-69.9
Arroyo San Isidro,18.48667,-95.41333
Arroyo Seco,-33.15489,-60.50863
Arroyo Seco,36.51669,-105.56918
Arroyo Zapotillo,18.07639,-96.54417
Arroyohondo,10.2522,-75.0198
Arroyomolinos,40.26951,-3.91946
Arroyomolinos de la Vera,40.05277,-5.85111
Arroyomolinos de Leon,38.01667,-6.41667
Arroyos y Esteros,-25.06667,-57.1
Arruazu,42.92186,-2.00157
Arrubal,42.43485,-2.25143
Arruda dos Vinhos,38.98411,-9.07746
Arrufo,-30.23281,-61.72862
Ars-en-Re,46.20555,-1.5272
Ars-sur-Formans,45.99418,4.82313
Ars-sur-Moselle,49.07831,6.07275
Arsac,44.99688,-0.68976
Arsago Seprio,45.68764,8.73509
Arsaki,56.38333,38.48333
Arsanjan,29.9124,53.3085
Arsen'yev,44.15254,133.27791
Arsen'yevo,53.73893,36.66429
Arsenal,-20.10556,57.53528
Arsenio,40.71412,22.15923
Arshaluys,40.1684,44.21375
Arshan',46.2732,44.22
Arsie,45.98211,11.75794
Arsiero,45.80422,11.35582
Arsikere,13.31446,76.25704
Arsin,40.95271,39.92674
Arsita,42.50266,13.78516
Arsk,56.09151,49.87783
Arslankoy,37.01884,34.28741
Arslev,55.30353,10.46428
Arso,-2.9028,140.7657
Arsoli,42.04158,13.01606
Arsta,59.2978,18.0514
Arsunda,60.53333,16.73333
Arsura,46.81333,28.02222
Arsuz,36.41305,35.89033
Art Khwajah,37.08571,69.47958
Art-sur-Meurthe,48.65589,6.26612
Arta,39.16056,20.98528
Arta,39.69315,3.34979
Arta Terme,46.48021,13.0204
Artajona,42.58867,-1.76504
Artana,39.89104,-0.25758
Artane,53.38712,-6.2138
Artannes-sur-Indre,47.27451,0.60036
Artarmon,-33.81667,151.18333
Artas,31.68939,35.18681
Artas,45.53555,5.16505
Artashat,39.96144,44.54447
Artazu,42.69228,-1.83954
Arteaga,25.44528,-100.84667
Arteaga,18.3587,-102.29014
Arteche,12.2645,125.4048
Artegna,46.23929,13.15399
Arteixo,43.30482,-8.50749
Artem,43.3595,132.18887
Artemare,45.87441,5.69366
Artemida,37.96667,24
Artemio Trevino,25.83528,-100.14278
Artemisa,22.81306,-82.76194
Artemivs'k,48.59559,37.99987
Artemivs'k,48.44061,38.732
Artemovskiy,57.3555,61.86865
Artena,41.74126,12.90667
Artenara,28.02055,-15.64693
Artenay,48.08246,1.88098
Arteni,40.29848,43.7622
Artern,51.36431,11.29167
Artes,41.798,1.95428
Artesa de Segre,41.89467,1.04625
Artesia,33.86585,-118.08312
Artesia,32.84233,-104.4033
Artesiano,39.40194,21.89649
Arth,47.06337,8.52349
Arthaz-Pont-Notre-Dame,46.15941,6.26598
Arthes,43.95745,2.2113
Arthez-de-Bearn,43.46667,-0.6
Arthon,46.69361,1.69857
Arthon-en-Retz,47.11586,-1.9426
Arthur,39.71476,-88.47228
Arthur,41.57165,-101.69156
Arthur's Town,24.6224,-75.67151
Arti,56.42344,58.53276
Articulo Primero Constitucional,18.97412,-98.15848
Artieda,42.58538,-0.98422
Artigas,-30.4,-56.46667
Artiguelouve,43.31667,-0.46667
Artigues-pres-Bordeaux,44.85,-0.51667
Artimet,40.1508,44.26543
Artist Village,19.03227,73.04276
Artix,43.4,-0.55
Artjaervi,60.74544,26.07084
Artlenburg,53.37182,10.48793
Artogne,45.85437,10.16646
Artondale,47.29954,-122.62069
Artova,40.11578,36.3001
Artres,50.29482,3.54013
Artsvaberd,40.83947,45.47033
Artsvanist,40.14617,45.51711
Artsyz,45.99194,29.41824
Artur Nogueira,-22.57306,-47.1725
Artvin,41.18161,41.82172
Artybash,51.79278,87.27611
Artyshta,54.1222,86.2909
Arua,3.02013,30.91105
Arucas,28.11983,-15.52325
Arudy,43.11667,-0.43333
Arue,-17.51667,-149.5
Aruja,-23.39611,-46.32083
Arukula,59.36444,25.07722
Arukutti,9.86667,76.35
Arumbavur,11.38167,78.72885
Arumuganeri,8.5688,78.09091
Arundel,50.85423,-0.55393
Arup,55.37315,10.04131
Aruppukkottai,9.50842,78.09449
Arusha,-3.36667,36.68333
Arvada,39.80276,-105.08748
Arvayheer,46.26389,102.775
Arvenza Uno,16.77972,-92.72028
Arvert,45.74486,-1.12573
Arveyres,44.88333,-0.28333
Arvi,20.99585,78.22914
Arvidsjaur,65.59033,19.16682
Arvier,45.70205,7.16267
Arvigo,46.30211,9.113
Arvika,59.65528,12.58518
Arvin,35.20913,-118.82843
Arvore,41.33922,-8.71806
Arwad,34.85604,35.85854
Arwea,-8.7378,121.4867
Arys,42.42965,68.80463
Arza,30.64536,93.24297
Arzachena,41.0762,9.39055
Arzago d'Adda,45.48137,9.56415
Arzak,39.67616,76.12017
Arzakan,40.44997,44.60648
Arzamas,55.39485,43.83992
Arzana,39.91742,9.52766
Arzano,47.90136,-3.44032
Arzano,40.90959,14.26519
Arzbach,50.37902,7.74948
Arzberg,47.25,15.51667
Arzberg,51.53333,13.13333
Arzberg,50.05774,12.18676
Arzene,45.99965,12.85034
Arzens,43.19838,2.20954
Arzergrande,45.27278,12.0484
Arzfeld,50.08333,6.26667
Arzgir,45.37278,44.22056
Arzier,46.45962,6.20813
Arzignano,45.52027,11.33446
Arzl im Pitztal,47.2,10.76667
Arzni,40.29626,44.59663
Arzo,45.87606,8.94103
Arzon,47.54852,-2.88989
Arzu'iyeh,28.4414,56.3728
Arzua,42.93333,-8.15
As,59.66472,10.79465
As,59.53333,14.98333
As,63.36667,16.58333
As,50.22387,12.19499
As,51.00755,5.58453
As Pontes de Garcia Rodriguez,43.45266,-7.85178
As Sab` Biyar,33.77974,37.68357
As Sabkhah,35.81182,39.26268
As Saddah,14.1221,44.42139
As Safaqayn,15.37897,43.42121
As Saff,29.56472,31.28111
As Saffaniyah,27.97083,48.73
As Safirah,36.07696,37.37251
As Safsafah,34.73519,36.05283
As Salamiyah,35.01127,37.05324
As Salasil,16.47959,48.83153
As Salif,15.30558,42.67067
As Salimiyah,29.33389,48.07611
As Salman,30.50464,44.53943
As Salt,32.03917,35.72722
As Salw,13.32887,44.21708
As Samawah,31.33198,45.2944
As Samu`,31.39671,35.06611
As Sanad,34.4628,9.26404
As Sanamayn,33.07227,36.18382
As Sararah,15.79449,43.86997
As Sars,36.0764,9.02117
As Sawadiyah,14.30113,45.22148
As Sawda,34.98151,35.94414
As Sawiyah,32.08537,35.25782
As Sawma`ah,14.08505,45.80101
As Sayyani,13.84266,44.17395
As Si`in,35.26375,37.37402
As Sib al Jadidah,23.67027,58.18911
As Sisniyah,34.78038,36.14314
As Sudah,15.95861,43.78083
As Sukhnah,34.8846,38.87491
As Sukhnah,14.79408,43.4362
As Suki,13.31667,33.88333
As Sulaymaniyah,35.56496,45.4329
As Sulayyil,20.46067,45.57792
As Suq al Jadid,15.82496,44.06204
As Suqaylibiyah,35.36674,36.39359
